Id,ActivityHour,Calories
1503960366,2016-04-12 00:00:00,81.00
1503960366,2016-04-12 01:00:00,61.00
1503960366,2016-04-12 02:00:00,59.00
1503960366,2016-04-12 03:00:00,47.00
1503960366,2016-04-12 04:00:00,48.00
1503960366,2016-04-12 05:00:00,48.00
1503960366,2016-04-12 06:00:00,48.00
1503960366,2016-04-12 07:00:00,47.00
1503960366,2016-04-12 08:00:00,68.00
1503960366,2016-04-12 09:00:00,141.00
1503960366,2016-04-12 10:00:00,99.00
1503960366,2016-04-12 11:00:00,76.00
1503960366,2016-04-12 12:00:00,73.00
1503960366,2016-04-12 13:00:00,66.00
1503960366,2016-04-12 14:00:00,110.00
1503960366,2016-04-12 15:00:00,151.00
1503960366,2016-04-12 16:00:00,76.00
1503960366,2016-04-12 17:00:00,83.00
1503960366,2016-04-12 18:00:00,124.00
1503960366,2016-04-12 19:00:00,104.00
1503960366,2016-04-12 20:00:00,132.00
1503960366,2016-04-12 21:00:00,100.00
1503960366,2016-04-12 22:00:00,65.00
1503960366,2016-04-12 23:00:00,81.00
1503960366,2016-04-13 00:00:00,69.00
1503960366,2016-04-13 01:00:00,48.00
1503960366,2016-04-13 02:00:00,47.00
1503960366,2016-04-13 03:00:00,53.00
1503960366,2016-04-13 04:00:00,47.00
1503960366,2016-04-13 05:00:00,47.00
1503960366,2016-04-13 06:00:00,48.00
1503960366,2016-04-13 07:00:00,59.00
1503960366,2016-04-13 08:00:00,69.00
1503960366,2016-04-13 09:00:00,136.00
1503960366,2016-04-13 10:00:00,77.00
1503960366,2016-04-13 11:00:00,84.00
1503960366,2016-04-13 12:00:00,82.00
1503960366,2016-04-13 13:00:00,72.00
1503960366,2016-04-13 14:00:00,128.00
1503960366,2016-04-13 15:00:00,79.00
1503960366,2016-04-13 16:00:00,71.00
1503960366,2016-04-13 17:00:00,87.00
1503960366,2016-04-13 18:00:00,118.00
1503960366,2016-04-13 19:00:00,73.00
1503960366,2016-04-13 20:00:00,47.00
1503960366,2016-04-13 21:00:00,48.00
1503960366,2016-04-13 22:00:00,74.00
1503960366,2016-04-13 23:00:00,135.00
1503960366,2016-04-14 00:00:00,56.00
1503960366,2016-04-14 01:00:00,54.00
1503960366,2016-04-14 02:00:00,47.00
1503960366,2016-04-14 03:00:00,47.00
1503960366,2016-04-14 04:00:00,47.00
1503960366,2016-04-14 05:00:00,47.00
1503960366,2016-04-14 06:00:00,47.00
1503960366,2016-04-14 07:00:00,47.00
1503960366,2016-04-14 08:00:00,47.00
1503960366,2016-04-14 09:00:00,93.00
1503960366,2016-04-14 10:00:00,109.00
1503960366,2016-04-14 11:00:00,64.00
1503960366,2016-04-14 12:00:00,85.00
1503960366,2016-04-14 13:00:00,137.00
1503960366,2016-04-14 14:00:00,113.00
1503960366,2016-04-14 15:00:00,66.00
1503960366,2016-04-14 16:00:00,88.00
1503960366,2016-04-14 17:00:00,61.00
1503960366,2016-04-14 18:00:00,72.00
1503960366,2016-04-14 19:00:00,55.00
1503960366,2016-04-14 20:00:00,91.00
1503960366,2016-04-14 21:00:00,174.00
1503960366,2016-04-14 22:00:00,79.00
1503960366,2016-04-14 23:00:00,50.00
1503960366,2016-04-15 00:00:00,60.00
1503960366,2016-04-15 01:00:00,58.00
1503960366,2016-04-15 02:00:00,59.00
1503960366,2016-04-15 03:00:00,47.00
1503960366,2016-04-15 04:00:00,47.00
1503960366,2016-04-15 05:00:00,49.00
1503960366,2016-04-15 06:00:00,47.00
1503960366,2016-04-15 07:00:00,49.00
1503960366,2016-04-15 08:00:00,54.00
1503960366,2016-04-15 09:00:00,50.00
1503960366,2016-04-15 10:00:00,63.00
1503960366,2016-04-15 11:00:00,84.00
1503960366,2016-04-15 12:00:00,74.00
1503960366,2016-04-15 13:00:00,67.00
1503960366,2016-04-15 14:00:00,47.00
1503960366,2016-04-15 15:00:00,47.00
1503960366,2016-04-15 16:00:00,47.00
1503960366,2016-04-15 17:00:00,140.00
1503960366,2016-04-15 18:00:00,87.00
1503960366,2016-04-15 19:00:00,97.00
1503960366,2016-04-15 20:00:00,64.00
1503960366,2016-04-15 21:00:00,75.00
1503960366,2016-04-15 22:00:00,151.00
1503960366,2016-04-15 23:00:00,182.00
1503960366,2016-04-16 00:00:00,77.00
1503960366,2016-04-16 01:00:00,48.00
1503960366,2016-04-16 02:00:00,52.00
1503960366,2016-04-16 03:00:00,48.00
1503960366,2016-04-16 04:00:00,49.00
1503960366,2016-04-16 05:00:00,49.00
1503960366,2016-04-16 06:00:00,48.00
1503960366,2016-04-16 07:00:00,54.00
1503960366,2016-04-16 08:00:00,62.00
1503960366,2016-04-16 09:00:00,124.00
1503960366,2016-04-16 10:00:00,110.00
1503960366,2016-04-16 11:00:00,147.00
1503960366,2016-04-16 12:00:00,119.00
1503960366,2016-04-16 13:00:00,214.00
1503960366,2016-04-16 14:00:00,82.00
1503960366,2016-04-16 15:00:00,51.00
1503960366,2016-04-16 16:00:00,54.00
1503960366,2016-04-16 17:00:00,79.00
1503960366,2016-04-16 18:00:00,65.00
1503960366,2016-04-16 19:00:00,67.00
1503960366,2016-04-16 20:00:00,81.00
1503960366,2016-04-16 21:00:00,75.00
1503960366,2016-04-16 22:00:00,55.00
1503960366,2016-04-16 23:00:00,56.00
1503960366,2016-04-17 00:00:00,47.00
1503960366,2016-04-17 01:00:00,48.00
1503960366,2016-04-17 02:00:00,47.00
1503960366,2016-04-17 03:00:00,49.00
1503960366,2016-04-17 04:00:00,48.00
1503960366,2016-04-17 05:00:00,48.00
1503960366,2016-04-17 06:00:00,48.00
1503960366,2016-04-17 07:00:00,48.00
1503960366,2016-04-17 08:00:00,48.00
1503960366,2016-04-17 09:00:00,48.00
1503960366,2016-04-17 10:00:00,47.00
1503960366,2016-04-17 11:00:00,63.00
1503960366,2016-04-17 12:00:00,76.00
1503960366,2016-04-17 13:00:00,83.00
1503960366,2016-04-17 14:00:00,69.00
1503960366,2016-04-17 15:00:00,73.00
1503960366,2016-04-17 16:00:00,57.00
1503960366,2016-04-17 17:00:00,174.00
1503960366,2016-04-17 18:00:00,136.00
1503960366,2016-04-17 19:00:00,95.00
1503960366,2016-04-17 20:00:00,191.00
1503960366,2016-04-17 21:00:00,79.00
1503960366,2016-04-17 22:00:00,58.00
1503960366,2016-04-17 23:00:00,50.00
1503960366,2016-04-18 00:00:00,82.00
1503960366,2016-04-18 01:00:00,48.00
1503960366,2016-04-18 02:00:00,47.00
1503960366,2016-04-18 03:00:00,47.00
1503960366,2016-04-18 04:00:00,47.00
1503960366,2016-04-18 05:00:00,47.00
1503960366,2016-04-18 06:00:00,47.00
1503960366,2016-04-18 07:00:00,47.00
1503960366,2016-04-18 08:00:00,47.00
1503960366,2016-04-18 09:00:00,133.00
1503960366,2016-04-18 10:00:00,81.00
1503960366,2016-04-18 11:00:00,73.00
1503960366,2016-04-18 12:00:00,118.00
1503960366,2016-04-18 13:00:00,70.00
1503960366,2016-04-18 14:00:00,64.00
1503960366,2016-04-18 15:00:00,80.00
1503960366,2016-04-18 16:00:00,78.00
1503960366,2016-04-18 17:00:00,79.00
1503960366,2016-04-18 18:00:00,234.00
1503960366,2016-04-18 19:00:00,157.00
1503960366,2016-04-18 20:00:00,57.00
1503960366,2016-04-18 21:00:00,68.00
1503960366,2016-04-18 22:00:00,86.00
1503960366,2016-04-18 23:00:00,83.00
1503960366,2016-04-19 00:00:00,47.00
1503960366,2016-04-19 01:00:00,49.00
1503960366,2016-04-19 02:00:00,47.00
1503960366,2016-04-19 03:00:00,50.00
1503960366,2016-04-19 04:00:00,47.00
1503960366,2016-04-19 05:00:00,47.00
1503960366,2016-04-19 06:00:00,49.00
1503960366,2016-04-19 07:00:00,75.00
1503960366,2016-04-19 08:00:00,130.00
1503960366,2016-04-19 09:00:00,79.00
1503960366,2016-04-19 10:00:00,75.00
1503960366,2016-04-19 11:00:00,72.00
1503960366,2016-04-19 12:00:00,143.00
1503960366,2016-04-19 13:00:00,171.00
1503960366,2016-04-19 14:00:00,76.00
1503960366,2016-04-19 15:00:00,72.00
1503960366,2016-04-19 16:00:00,71.00
1503960366,2016-04-19 17:00:00,90.00
1503960366,2016-04-19 18:00:00,120.00
1503960366,2016-04-19 19:00:00,93.00
1503960366,2016-04-19 20:00:00,159.00
1503960366,2016-04-19 21:00:00,94.00
1503960366,2016-04-19 22:00:00,58.00
1503960366,2016-04-19 23:00:00,120.00
1503960366,2016-04-20 00:00:00,54.00
1503960366,2016-04-20 01:00:00,53.00
1503960366,2016-04-20 02:00:00,47.00
1503960366,2016-04-20 03:00:00,48.00
1503960366,2016-04-20 04:00:00,48.00
1503960366,2016-04-20 05:00:00,47.00
1503960366,2016-04-20 06:00:00,48.00
1503960366,2016-04-20 07:00:00,51.00
1503960366,2016-04-20 08:00:00,70.00
1503960366,2016-04-20 09:00:00,144.00
1503960366,2016-04-20 10:00:00,79.00
1503960366,2016-04-20 11:00:00,58.00
1503960366,2016-04-20 12:00:00,64.00
1503960366,2016-04-20 13:00:00,61.00
1503960366,2016-04-20 14:00:00,113.00
1503960366,2016-04-20 15:00:00,97.00
1503960366,2016-04-20 16:00:00,70.00
1503960366,2016-04-20 17:00:00,57.00
1503960366,2016-04-20 18:00:00,114.00
1503960366,2016-04-20 19:00:00,117.00
1503960366,2016-04-20 20:00:00,80.00
1503960366,2016-04-20 21:00:00,83.00
1503960366,2016-04-20 22:00:00,62.00
1503960366,2016-04-20 23:00:00,120.00
1503960366,2016-04-21 00:00:00,54.00
1503960366,2016-04-21 01:00:00,61.00
1503960366,2016-04-21 02:00:00,55.00
1503960366,2016-04-21 03:00:00,48.00
1503960366,2016-04-21 04:00:00,47.00
1503960366,2016-04-21 05:00:00,47.00
1503960366,2016-04-21 06:00:00,48.00
1503960366,2016-04-21 07:00:00,52.00
1503960366,2016-04-21 08:00:00,71.00
1503960366,2016-04-21 09:00:00,133.00
1503960366,2016-04-21 10:00:00,77.00
1503960366,2016-04-21 11:00:00,55.00
1503960366,2016-04-21 12:00:00,73.00
1503960366,2016-04-21 13:00:00,113.00
1503960366,2016-04-21 14:00:00,58.00
1503960366,2016-04-21 15:00:00,68.00
1503960366,2016-04-21 16:00:00,60.00
1503960366,2016-04-21 17:00:00,60.00
1503960366,2016-04-21 18:00:00,69.00
1503960366,2016-04-21 19:00:00,64.00
1503960366,2016-04-21 20:00:00,213.00
1503960366,2016-04-21 21:00:00,104.00
1503960366,2016-04-21 22:00:00,63.00
1503960366,2016-04-21 23:00:00,84.00
1503960366,2016-04-22 00:00:00,47.00
1503960366,2016-04-22 01:00:00,47.00
1503960366,2016-04-22 02:00:00,47.00
1503960366,2016-04-22 03:00:00,47.00
1503960366,2016-04-22 04:00:00,47.00
